id,vendor,family,part_numbers,aliases,standards,bands,sdr_tier,sdr_capabilities,fw_arch,fw_openness,fw_re_tooling,key_projects,common_hardware,status,references,notes
qualcomm-qca6174,Qualcomm,ath10k (mobile 11ac),QCA6174; QCA6174A,QCA6174; QCA6174A; Killer 1435 (variant),802.11a; 802.11n; 802.11ac; Bluetooth,2.4GHz; 5GHz,1,monitor,"on-chip Tensilica/ARM, closed firmware blob (ath10k/pci or snoc)",closed,ghidra,ath10k driver,QCA6174 2x2 M.2/mini-PCIe laptop cards; Killer Wireless-AC 1435,verified,https://wireless.wiki.kernel.org/en/users/drivers/ath10k; https://wikidevi.wi-cat.ru/Qualcomm_Atheros_QCA6174,Ubiquitous laptop Wi-Fi. The WCN3990 is the closely related integrated-in-SoC phone variant.
qualcomm-qca6390,Qualcomm,ath11k (11ax),QCA6390; WCN6855; WCN6856,QCA6390; WCN6855; WCN6856; WCN685x; FastConnect 6800/6900,802.11a; 802.11n; 802.11ac; 802.11ax; Bluetooth 5.2,2.4GHz; 5GHz; 6GHz,1,monitor; spectral-scan,"on-chip Tensilica/ARM, closed firmware blob loaded by ath11k",closed,ghidra,ath11k driver,QCA6390 M.2 laptop cards; WCN6855 (Wi-Fi 6E laptops); WCN6856 desktop/AP modules,reported,https://wireless.wiki.kernel.org/en/users/drivers/ath11k; https://wikidevi.wi-cat.ru/Ath11k,WCN685x = FastConnect 6800/6900 (6E). QCA6390 firmware < a certain version had host-memory-below-32MB bugs. spectral-scan flag is aspirational for these parts.
qualcomm-qca6420,Qualcomm,Mobile combo (ath11k),QCA6420,QCA6420,802.11ax,2.4GHz; 5GHz,1,monitor,,closed,Ghidra,ath11k,Mobile Wi-Fi 6 + BT combo (FastConnect-class),reported,https://wireless.docs.kernel.org/en/latest/en/users/drivers/ath11k.html,"Mobile Wi-Fi 6 + Bluetooth combo (FastConnect-class die), ath11k, closed firmware. Monitor practical (Tier 1); climbing higher means reversing closed firmware. Status reported."
qualcomm-qca6430,Qualcomm,Mobile combo (ath11k),QCA6430,QCA6430,802.11ax,2.4GHz; 5GHz; 6GHz,1,monitor,,closed,Ghidra,ath11k,Mobile Wi-Fi 6E + BT combo (FastConnect-class),reported,https://wireless.docs.kernel.org/en/latest/en/users/drivers/ath11k.html,"Mobile Wi-Fi 6E + Bluetooth combo (FastConnect-class die), ath11k, closed firmware. Monitor practical (Tier 1). Status reported."
qualcomm-qca6490,Qualcomm,ath11k / mobile (11ax 6E),QCA6490,QCA6490; QCA6491; FastConnect 6700,802.11ax; 802.11ac; Bluetooth 5.1,2.4GHz; 5GHz; 6GHz,1,monitor,"integrated mobile combo, closed firmware",closed,ghidra,ath11k / Qualcomm mobile,Snapdragon flagship phones (Wi-Fi 6E); integrated QCA6490 combo,theoretical,https://www.qualcomm.com/products/technology/wi-fi/fastconnect; https://wireless.wiki.kernel.org/en/users/drivers/ath11k,Included to mark the current mobile frontier for the next cycle. See ../docs/firmware-reversing.md.
qualcomm-qca6595,Qualcomm,Automotive combo (ath11k),QCA6595; QCA6595AU,QCA6595; QCA6595AU,802.11ax,2.4GHz; 5GHz; 6GHz,1,monitor,,closed,Ghidra,ath11k,Automotive Wi-Fi 6E + BT combo (Snapdragon Auto),reported,https://wireless.docs.kernel.org/en/latest/en/users/drivers/ath11k.html,"Automotive (QCA6595AU) Wi-Fi 6E + BT combo for Snapdragon Auto platforms, ath11k, closed firmware. Monitor practical (Tier 1). Status reported."
qualcomm-qca6696,Qualcomm,Automotive combo (ath11k),QCA6696,QCA6696,802.11ax,2.4GHz; 5GHz; 6GHz,1,monitor,,closed,Ghidra,ath11k,Automotive Wi-Fi 6E + BT combo (Snapdragon Auto / Ride),reported,https://wireless.docs.kernel.org/en/latest/en/users/drivers/ath11k.html,"Automotive Wi-Fi 6E + BT combo, ath11k, closed firmware. Monitor practical (Tier 1). Status reported."
qualcomm-qca9377,Qualcomm,QCA9377 (ath10k),QCA9377,QCA9377; QCA9377-3; QCA9377-5,802.11a; 802.11b; 802.11g; 802.11n; 802.11ac,2.4GHz; 5GHz,1,monitor,Tensilica Xtensa,closed,Ghidra; xtensa-esp toolchain,ath10k,1×1 11ac + BT combo (PCIe/SDIO) in budget laptops,verified,https://wireless.docs.kernel.org/en/latest/en/users/drivers/ath10k.html,"Low-end 1×1 802.11ac + BT combo on ath10k with closed Tensilica firmware. Monitor works; injection is firmware-gated. Spectral-scan exists in ath10k generically but is unreliable/undocumented on this SKU, so kept at Tier 1 with spectral reported only."
qualcomm-qca9500,Qualcomm,WiGig 60 GHz (802.11ad),QCA9500; QCA6320; QCA6310,QCA9500; QCA6320; QCA6310; Wilocity; Sparrow,802.11ad,60GHz,3,monitor; csi; spectral-scan; arbitrary-waveform; radar; open-firmware,ARC (Argonaut RISC Core) microcode,patchable,nexmon; ghidra,SEEMOO Talon Tools (nexmon-arc); lede-ad7200; Channel estimation & custom beamforming on Talon AD7200,TP-Link Talon AD7200; Netgear Nighthawk X10 R9000; Acer/Dell Wilocity laptops & docks,verified,https://github.com/seemoo-lab/talon-tools; https://seemoo-lab.github.io/talon-tools/; https://github.com/seemoo-lab/lede-ad7200; https://dl.acm.org/doi/10.1145/3267204.3268070,"60 GHz single-stream over a 32-element phased array with analog beamforming. SEEMOO's nexmon-arc ports Nexmon to the chip's ARC microcode (on ported LEDE), enabling per-sector channel estimation (CSI) and authoring of arbitrary custom beam patterns loaded into the array: tier 2 telemetry shading into tier 3/4 programmable spatial front-end. Substrate for commodity 60 GHz mmWave sensing/imaging research."
qualcomm-qca9531,Qualcomm,AR9003 SoC (ath9k),QCA9531; AR9531,QCA9531; AR9531; Dragonfly,802.11b; 802.11g; 802.11n,2.4GHz,3,monitor; injection; csi; spectral-scan,none (SoftMAC),open,,ath9k spectral scan; OpenWrt ath79,"'Dragonfly' 2×2 2.4 GHz router SoC (GL.iNet, many OpenWrt APs)",verified,https://wireless.docs.kernel.org/en/latest/en/users/drivers/ath9k.html; https://openwrt.org/docs/techref/hardware/soc/soc.qualcomm.atheros.ath79,"'Dragonfly' 2×2 2.4 GHz router SoC (QCA-era rebrand of AR9531), ath9k/AHB. AR9003 baseband: spectral scan (Tier 3) + CSI, monitor + injection. Very common in GL.iNet and OpenWrt APs."
qualcomm-qca9563,Qualcomm,AR9003 SoC (ath9k),QCA9563,QCA9563; Dragonfly,802.11b; 802.11g; 802.11n,2.4GHz,3,monitor; injection; csi; spectral-scan,none (SoftMAC),open,,ath9k spectral scan; OpenWrt ath79,3×3 2.4 GHz router/AP SoC (often paired with QCA9880/9882 5 GHz radio),verified,https://wireless.docs.kernel.org/en/latest/en/users/drivers/ath9k.html; https://openwrt.org/docs/techref/hardware/soc/soc.qualcomm.atheros.ath79,"3×3 2.4 GHz AP SoC, ath9k/AHB; frequently paired with a QCA988x 5 GHz ath10k radio for dual-band routers. Its own 2.4 GHz radio has AR9003 spectral scan (Tier 3) + CSI, monitor + injection."
qualcomm-qca9565,Qualcomm,AR9003 (ath9k),QCA9565; AR9565,QCA9565; AR9565; Hornet-BT combo,802.11b; 802.11g; 802.11n,2.4GHz,3,monitor; injection; csi; spectral-scan,none (SoftMAC),open,,ath9k spectral scan; Atheros-CSI-Tool,1×1 2.4 GHz + Bluetooth combo mini-PCIe (very common in 2013-2016 laptops),verified,https://wireless.docs.kernel.org/en/latest/en/users/drivers/ath9k.html; https://github.com/xieyaxiongfly/Atheros-CSI-Tool,"1×1 2.4 GHz 11n + Bluetooth combo (QCA-era rebrand of AR9565), ath9k. AR9003 baseband: spectral scan (Tier 3) + CSI, monitor + injection. Extremely common laptop combo card."
qualcomm-qca9882,Qualcomm,QCA98xx (ath10k),QCA9882,QCA9882,802.11a; 802.11n; 802.11ac,2.4GHz; 5GHz,3,monitor; spectral-scan,Tensilica Xtensa,closed,Ghidra,ath10k spectral scan; FFT_eval,Compex WLE600VX / WLE650V5 2×2 11ac wave-1 AP radios,verified,https://wireless.docs.kernel.org/en/latest/en/users/drivers/ath10k.html; https://wireless.docs.kernel.org/en/latest/en/users/drivers/ath10k/spectral.html,"2×2 802.11ac wave-1 AP radio, ath10k with closed Xtensa firmware. Spectral scan (Tier 3) is supported and decodable with FFT_eval. Injection firmware-gated; CSI not turnkey on mainline ath10k."
qualcomm-qca9886,Qualcomm,QCA98xx (ath10k),QCA9886,QCA9886,802.11a; 802.11n; 802.11ac,2.4GHz; 5GHz,3,monitor; spectral-scan,Tensilica Xtensa,closed,Ghidra,ath10k spectral scan,WLE650V5-18 2×2 11ac wave-2 AP radios,verified,https://wireless.docs.kernel.org/en/latest/en/users/drivers/ath10k.html; https://wireless.docs.kernel.org/en/latest/en/users/drivers/ath10k/spectral.html,"2×2 802.11ac wave-2 AP radio, ath10k/closed Xtensa. Spectral scan (Tier 3). Injection firmware-gated; CSI not turnkey."
qualcomm-qca9888,Qualcomm,QCA98xx (ath10k),QCA9888,QCA9888,802.11n; 802.11ac,5GHz,3,monitor; spectral-scan,Tensilica Xtensa,closed,Ghidra,ath10k spectral scan; FFT_eval,2×2 11ac wave-2 5 GHz-only AP radio cards,verified,https://wireless.docs.kernel.org/en/latest/en/users/drivers/ath10k.html; https://wireless.docs.kernel.org/en/latest/en/users/drivers/ath10k/spectral.html,"2×2 802.11ac wave-2 5 GHz-only radio, ath10k/closed Xtensa. Spectral scan (Tier 3); note the wave-2 FFT report carries an extra segment header that older decoders had to be patched to strip. Injection gated; CSI not turnkey."
qualcomm-qca9994,Qualcomm,QCA99xx (ath10k),QCA9994,QCA9994,802.11n; 802.11ac,2.4GHz; 5GHz,3,monitor; spectral-scan,Tensilica Xtensa,closed,Ghidra,ath10k spectral scan,Compex WLE1216 4×4 11ac wave-2 AP radios,verified,https://wireless.docs.kernel.org/en/latest/en/users/drivers/ath10k.html; https://wireless.docs.kernel.org/en/latest/en/users/drivers/ath10k/spectral.html,"4×4 802.11ac wave-2 AP radio (sibling of the catalogued QCA9984), ath10k/closed Xtensa. Spectral scan (Tier 3). Injection gated; CSI not turnkey."
qualcomm-qcn5024,Qualcomm,QCN50xx (ath11k),QCN5024,QCN5024,802.11ax,2.4GHz,3,monitor; spectral-scan,,closed,Ghidra,ath11k,2.4 GHz Wi-Fi 6 companion radio for IPQ807x APs,reported,https://wireless.docs.kernel.org/en/latest/en/users/drivers/ath11k.html,"2.4 GHz Wi-Fi 6 companion radio to the IPQ807x SoC, ath11k. Spectral scan reachable via ath11k (Tier 3, reported). Injection gated; CSI not turnkey."
qualcomm-qcn5054,Qualcomm,QCN50xx (ath11k),QCN5054,QCN5054,802.11ax,5GHz,3,monitor; spectral-scan,,closed,Ghidra,ath11k,5 GHz Wi-Fi 6 companion radio for IPQ807x APs,reported,https://wireless.docs.kernel.org/en/latest/en/users/drivers/ath11k.html,"5 GHz Wi-Fi 6 companion radio to the IPQ807x SoC, ath11k. Spectral scan reachable via ath11k (Tier 3, reported). Injection gated; CSI not turnkey."
qualcomm-qcn6024,Qualcomm,QCN60xx (ath11k),QCN6024,QCN6024,802.11ax,2.4GHz; 5GHz; 6GHz,3,monitor; spectral-scan,,closed,Ghidra,ath11k,Wi-Fi 6E companion radio for IPQ AP SoCs,reported,https://wireless.docs.kernel.org/en/latest/en/users/drivers/ath11k.html,"Wi-Fi 6E companion radio (adds 6 GHz) for IPQ AP SoCs, ath11k. Spectral scan reachable via ath11k (Tier 3, reported). Injection gated; CSI not turnkey."
qualcomm-qcn9024,Qualcomm,QCN90xx (ath11k),QCN9024,QCN9024,802.11ax,2.4GHz; 5GHz; 6GHz,3,monitor; spectral-scan,,closed,Ghidra,ath11k,Wi-Fi 6E 6 GHz PCIe radio card,reported,https://wireless.docs.kernel.org/en/latest/en/users/drivers/ath11k.html,"Wi-Fi 6E 6 GHz PCIe radio card (sibling of QCN9074), ath11k. Spectral scan reachable via ath11k (Tier 3, reported). Injection gated; CSI not turnkey."
qualcomm-qcn9074,Qualcomm,QCN90xx (ath11k),QCN9074,QCN9074,802.11ax,2.4GHz; 5GHz; 6GHz,3,monitor; spectral-scan,,closed,Ghidra,ath11k,Wi-Fi 6E 6 GHz PCIe radio cards (add-in 6E radio for routers/NAS),reported,https://wireless.docs.kernel.org/en/latest/en/users/drivers/ath11k.html,"Wi-Fi 6E 6 GHz PCIe radio card, an explicitly ath11k-supported chip (kernel lists QCN9074 hw1.0). The most accessible ath11k target for validating the spectral FFT dump on 6 GHz. Tier 3 reported (in-tree spectral, thin public tooling). Injection gated; CSI not turnkey."
qualcomm-qcn9274,Qualcomm,QCN Wi-Fi 7 AP,QCN9274; QCN6274,QCN9274; QCN6274,802.11be; 802.11ax,2.4GHz; 5GHz; 6GHz,1,monitor,Qualcomm closed firmware + board-2.bin (ath12k),closed,ath12k debugfs,ath12k,M.2 E-key AP radio modules (e.g. Wallys DR9274); enterprise AP reference designs,reported,https://cateee.net/lkddb/web-lkddb/ATH12K.html; https://www.zukaka.com/blog/cn6274-qcn9274-wifi-7-chipset-overview-full-technical-breakdown/,"AP-class 11be radios: QCN9274 is 4x4 MU-MIMO tri-band, QCN6274 a power-optimized fewer-stream variant, both 320 MHz. Same ath12k stack as WCN7850. ath11k on prior-gen QCN parts exposed a spectral-scan (FFT) debugfs; that capability is not yet present in ath12k, so spectral/raw-PHY is unreachable today. No CSI or injection tooling."
qualcomm-wcn3610,Qualcomm,WCN36xx (wcn36xx),WCN3610,WCN3610,802.11b; 802.11g; 802.11n,2.4GHz,1,monitor,Qualcomm Riva (closed blob),closed,Ghidra,wcn36xx (mac80211),Entry Snapdragon phones (1×1 2.4 GHz connectivity),reported,https://wireless.docs.kernel.org/en/latest/en/users/drivers/wcn36xx.html,"Entry-level 1×1 2.4 GHz mobile radio in the WCN36xx line. The mainline wcn36xx driver formally lists WCN3660/WCN3680; WCN3610 is a related lower-end sibling. wcn36xx is an OPEN mac80211 driver over a CLOSED Riva firmware blob, 11a/b/g/n only. Monitor is limited/reported, no injection. Tier 1."
qualcomm-wcn3620,Qualcomm,WCN36xx (wcn36xx),WCN3620,WCN3620,802.11b; 802.11g; 802.11n,2.4GHz,1,monitor,Qualcomm Riva (closed blob),closed,Ghidra,wcn36xx (mac80211),Snapdragon 4xx/6xx phones (2.4 GHz connectivity),reported,https://wireless.docs.kernel.org/en/latest/en/users/drivers/wcn36xx.html,"2.4 GHz mobile 11n radio in the WCN36xx line (integrated with older Snapdragon PMICs). Related to the mainline-listed WCN3660/3680; open mac80211 driver, closed Riva firmware. Monitor limited/reported, no injection. Tier 1."
qualcomm-wcn3660,Qualcomm,WCN36xx (wcn36xx),WCN3660,WCN3660,802.11a; 802.11b; 802.11g; 802.11n,2.4GHz; 5GHz,1,monitor,Qualcomm Riva (closed blob),closed,Ghidra,wcn36xx (mac80211),Snapdragon phones/tablets (dual-band connectivity),verified,https://wireless.docs.kernel.org/en/latest/en/users/drivers/wcn36xx.html,"Dual-band 11a/b/g/n mobile radio, one of the two chips the mainline wcn36xx driver explicitly supports. Open mac80211 driver over a closed Riva firmware blob; 11ac is not implemented. Monitor limited, no injection. Tier 1."
qualcomm-wcn3680,Qualcomm,WCN36xx (wcn36xx),WCN3680; WCN3680B,WCN3680; WCN3680B,802.11a; 802.11b; 802.11g; 802.11n; 802.11ac,2.4GHz; 5GHz,1,monitor,Qualcomm Riva (closed blob),closed,Ghidra,wcn36xx (mac80211),Snapdragon phones/tablets (1×1 11ac connectivity),verified,https://wireless.docs.kernel.org/en/latest/en/users/drivers/wcn36xx.html,"1×1 802.11ac-capable mobile radio and the second chip the mainline wcn36xx driver supports. Hardware does 11ac but the open driver only exposes 11a/b/g/n (802.11ac is listed as 'not working yet' upstream). Open mac80211 driver, closed Riva firmware; monitor limited, no injection. Tier 1."
qualcomm-wcn3990,Qualcomm,"ath10k (mobile SoC, snoc)",WCN3990; WCN3998,WCN3990; WCN3998,802.11a; 802.11n; 802.11ac; Bluetooth 5,2.4GHz; 5GHz,1,monitor,"integrated mobile radio, closed firmware (ath10k snoc/WCN)",closed,ghidra,ath10k (snoc/WCN),Snapdragon 660/845-era phones; integrated WCN3990 Wi-Fi/BT,reported,https://wireless.wiki.kernel.org/en/users/drivers/ath10k,The QCA6174-class radio integrated into Snapdragon platforms. Catalogued to mark the mobile frontier.
qualcomm-wcn6740,Qualcomm,WCN67xx (ath11k),WCN6740,WCN6740; FastConnect 6700,802.11ax,2.4GHz; 5GHz; 6GHz,1,monitor,,closed,Ghidra,ath11k,FastConnect 6700 mobile Wi-Fi 6E + BT combo,reported,https://wireless.docs.kernel.org/en/latest/en/users/drivers/ath11k.html,"FastConnect 6700 mobile Wi-Fi 6E + Bluetooth combo (WCN6740 die), ath11k, closed firmware. Monitor practical (Tier 1); higher tiers require reversing closed firmware. Status reported."
qualcomm-wcn6750,Qualcomm,WCN67xx (ath11k),WCN6750,WCN6750,802.11ax,2.4GHz; 5GHz; 6GHz,1,monitor,,closed,Ghidra,ath11k,Snapdragon mobile/embedded Wi-Fi 6E + BT combo,reported,https://wireless.docs.kernel.org/en/latest/en/users/drivers/ath11k.html,Mobile/embedded Wi-Fi 6E + BT combo (WCN6750) with dedicated ath11k support (integrated 'wcn6750 hw1.0' target upstream). Closed firmware; monitor practical (Tier 1). Status reported.
qualcomm-wcn6855,Qualcomm,WCN68xx (ath11k),WCN6855,WCN6855; FastConnect 6900,802.11ax,2.4GHz; 5GHz; 6GHz,1,monitor,,closed,Ghidra,ath11k,"FastConnect 6900 laptop/desktop Wi-Fi 6E + BT (Dell/Lenovo, NGFF cards)",reported,https://wireless.docs.kernel.org/en/latest/en/users/drivers/ath11k.html,"FastConnect 6900 Wi-Fi 6E + Bluetooth combo (WCN6855 die), an explicitly ath11k-supported chip (kernel lists WCN6855 hw2.0/hw2.1) common in laptops. Closed firmware; monitor practical (Tier 1). ath11k has an in-tree spectral path but it is not validated on this mobile part, so spectral stays aspirational. Status reported."
qualcomm-wcn7850,Qualcomm,FastConnect 7800,WCN7850; WCN7851; QCNCM865,WCN7850; WCN7851; FastConnect 7800; QCNCM865,802.11be; 802.11ax; 802.11ac,2.4GHz; 5GHz; 6GHz,1,monitor,Qualcomm closed firmware + board-2.bin (ath12k/WCN7850),closed,ath12k debugfs; Wireshark/radiotap,ath12k (Linux ≥6.3); ath12k WCN7850 monitor mode,M.2 2230 client cards (PCI 17cb:1107); Framework/AMD laptop Wi-Fi cards,reported,https://www.phoronix.com/news/Qualcomm-Ath12k-Linux-6.3; https://wireless.docs.kernel.org/en/latest/en/users/drivers/ath12k.html; https://lwn.net/Articles/1018318/; https://www.qualcomm.com/wi-fi/products/fastconnect/fastconnect-7800,"2x2 tri-band 11be client, 320 MHz, 4K-QAM, MLO. Driven by upstream ath12k (forked from ath11k) over PCIe; needs Qualcomm firmware + board-2.bin. Monitor mode was absent for ~2 years and merged through 2025 (adds RX monitor SRNG rings + IRQ config). No public injection, no CSI tool, and the ath11k spectral-scan FFT interface has NOT been forwarded to ath12k. Firmware closed; no Nexmon-equivalent."
qualcomm-wcn7851,Qualcomm,WCN78xx (ath12k),WCN7851,WCN7851; FastConnect 7800,802.11be; 802.11ax,2.4GHz; 5GHz; 6GHz,1,monitor,,closed,Ghidra,ath12k,FastConnect 7800 Wi-Fi 7 + BT combo (NGFF laptop/desktop cards),theoretical,https://wireless.docs.kernel.org/en/latest/en/users/drivers/ath11k.html; https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux.git/tree/drivers/net/wireless/ath/ath12k,"FastConnect 7800 Wi-Fi 7 + BT combo (WCN7851 die; sits beside the already-catalogued WCN7850 platform), driven by the new ath12k driver. Closed firmware, early driver support. Monitor is the realistic ceiling today; any PHY telemetry is theoretical. Tier 1."
qualcomm-qca6320,Qualcomm (Atheros / Wilocity),WiGig 802.11ad (Sparrow),QCA6320; QCA6310; QCA6335,Sparrow; QCA6320+QCA6310; QCA6335,IEEE 802.11ad,60GHz,2,monitor; injection; radar; open-firmware,Synopsys ARC (ARCompact),patchable,nexmon-arc; Ghidra (ARC processor module); IDA Pro,talon-tools; nexmon-arc; lede-ad7200,TP-Link Talon AD7200; Acer/Dell WiGig laptops (QCA6320); Silex SX-PCEAD module,verified,https://github.com/seemoo-lab/nexmon-arc; https://github.com/seemoo-lab/talon-tools; https://wireless.wiki.kernel.org/en/users/drivers/wil6210; https://www.qualcomm.com/products/technology/wi-fi/qca6335; https://wikidevi.wi-cat.ru/Wilocity,"Wilocity 'Sparrow' 60 GHz 802.11ad chipset: QCA6320 MAC/baseband + QCA6310 RF, driven by the mainline wil6210 driver with FullMAC firmware on ARC cores. SEEMOO's nexmon-arc patches wil6210 fw v4.1.0.55 / v5.2.0.18 to expose a 'sweep_dump' debugfs table of per-sector-sweep signal strength (beam-SNR). Beam-SNR is magnitude-only beam-space power, not per-subcarrier CSI, so we flag 'radar'/monitor/injection but deliberately NOT 'csi'. Tier 2: exports a spatial channel-state measurement usable as an angle-resolved pseudo-radar."
